,round,newround.time,choice.time,buttonpress.time,conf.time,reveal.time,choice.location,choice.class,outcome,subject,bad_trial,Safe.Bet.Amount,Risky.Bet.Amount,Risky.bet.shown.number,Risky.bet.hidden.number,Risky.Side
52,53,651.646,652.4280001,656.3809999,656.3960000000001,656.4119999999999,Right,Gamble,Win,10,0,10,20,1,9,Right
53,54,657.4429999,658.225,662.8179999,662.85,662.8650001,Right,Gamble,Win,10,0,10,20,1,2,Right
54,55,663.8809999,664.6780001,670.8650001,670.8960000000001,670.9119999999999,Right,Gamble,Win,10,0,10,20,3,8,Right
55,56,671.9280001,672.725,676.0679999,676.084,676.1,Left,Gamble,Loss,10,0,10,15,8,1,Left
56,57,677.1309999,677.9280001,681.6929999,681.709,681.7400001,Right,Safebet,WouldHaveWon,10,0,10,30,2,5,Left
57,58,682.7559999,683.5530001,688.7710000000001,688.8030001,688.8179999,Right,Safebet,WouldHaveLost,10,0,10,20,8,0,Left
58,59,689.834,690.6309999,693.8809999,693.8960000000001,693.9280001,Right,Safebet,WouldHaveWon,10,0,10,20,5,6,Left
59,60,694.9429999,695.725,701.6309999,701.6460000000001,701.6619999999999,Left,Gamble,Win,10,0,10,15,4,10,Left
60,61,702.6929999,703.475,711.475,711.4900001,711.5059999,Left,Safebet,WouldHaveLost,10,0,10,25,5,1,Right
61,62,712.5210000000001,713.3030001,717.5210000000001,717.5369999999999,717.5679999,Left,Gamble,Loss,10,0,10,15,2,0,Left
62,63,718.584,719.3809999,724.0210000000001,724.0369999999999,724.0679999,Right,Gamble,Loss,10,0,10,20,6,5,Right
63,64,725.084,725.8809999,733.8809999,733.8960000000001,733.9119999999999,Left,Safebet,WouldHaveLost,10,0,10,20,8,3,Right
64,65,734.9280001,735.725,743.725,743.7400001,743.7559999,Left,Safebet,WouldHaveWon,10,0,10,25,2,4,Right
65,66,744.7710000000001,745.5530001,747.1150001,747.1460000000001,747.1619999999999,Left,Safebet,WouldHaveLost,10,0,10,30,10,3,Right
66,67,748.1780001,748.975,751.2869999999999,751.3030001,751.334,Left,Gamble,Win,10,0,10,30,4,6,Left
67,68,752.35,753.1460000000001,757.4429999,757.475,757.4900001,Right,Gamble,Win,10,0,10,20,5,7,Right
68,69,758.5059999,759.3030001,763.475,763.4900001,763.5210000000001,Left,Gamble,Win,10,0,10,30,4,8,Left
69,70,764.5369999999999,765.334,768.4119999999999,768.4280001,768.459,Right,Gamble,Win,10,0,10,30,3,6,Right
70,71,769.475,770.2710000000001,772.9119999999999,772.9280001,772.959,Left,Gamble,Loss,10,0,10,20,1,0,Left
71,72,773.975,774.7710000000001,782.7710000000001,782.7869999999999,782.8030001,Left,Safebet,WouldHaveLost,10,0,10,25,6,5,Left
72,73,783.8179999,784.6,865.1,865.1150001,865.1460000000001,Right,Safebet,WouldHaveLost,10,0,10,25,10,7,Left
73,74,866.1619999999999,866.959,871.0059999,871.0210000000001,871.0530001,Left,Safebet,WouldHaveWon,10,0,10,30,9,10,Right
74,75,872.0679999,872.85,878.2710000000001,878.3030001,878.3179999,Left,Gamble,Win,10,0,10,30,6,9,Left
75,76,879.334,880.1309999,884.3179999,884.334,884.3650001,Right,Safebet,WouldHaveLost,10,0,10,15,9,1,Left
76,77,885.3809999,886.1780001,894.1780001,894.1929999,894.209,Left,Safebet,WouldHaveLost,10,0,10,15,8,5,Right
77,78,895.225,896.0210000000001,902.3960000000001,902.4119999999999,902.4429999,Left,Safebet,WouldHaveLost,10,0,10,15,5,1,Right
78,79,903.459,904.2559999,954.0059999,954.0210000000001,954.0530001,Right,Gamble,Win,10,0,10,20,3,9,Right
79,80,955.0679999,955.85,963.85,963.8650001,963.8809999,Left,Safebet,WouldHaveLost,10,0,10,30,10,7,Left
80,81,964.8960000000001,965.6780001,973.6780001,973.6929999,973.709,Left,Safebet,WouldHaveWon,10,0,10,30,6,8,Left
81,82,974.725,975.5210000000001,981.209,981.2400001,981.2559999,Left,Gamble,Win,10,0,10,25,2,7,Left
82,83,982.2710000000001,983.0530001,985.3809999,985.3960000000001,985.4280001,Right,Gamble,Loss,10,0,10,20,4,3,Right
83,84,986.4429999,987.225,990.5530001,990.5679999,990.6,Left,Safebet,WouldHaveWon,10,0,10,30,1,5,Right
84,85,991.6150001,992.3960000000001,997.8650001,997.8809999,997.9119999999999,Left,Gamble,Win,10,0,10,30,1,6,Left
85,86,998.9280001,999.725,1003.0210000000001,1003.0369999999999,1003.068,Right,Gamble,Loss,10,0,10,25,3,1,Right
86,87,1004.084,1004.8810000000001,1008.615,1008.6310000000001,1008.6619999999999,Right,Gamble,Win,10,0,10,30,3,9,Right
87,88,1009.678,1010.475,1018.475,1018.49,1018.5060000000001,Left,Safebet,WouldHaveWon,10,0,10,20,5,9,Right
88,89,1019.5210000000001,1020.303,1028.303,1028.318,1028.3339999999998,Left,Safebet,WouldHaveWon,10,0,10,20,6,9,Left
89,90,1029.35,1030.146,1033.6,1033.631,1033.646,Left,Gamble,Loss,10,0,10,30,5,1,Left
90,91,1034.662,1035.4589999999998,1039.0839999999998,1039.1,1039.131,Left,Gamble,Loss,10,0,10,20,5,4,Left
91,92,1040.146,1040.928,1042.693,1042.7089999999998,1042.74,Right,Safebet,WouldHaveWon,10,0,10,25,5,8,Left
92,93,1043.756,1044.553,1048.725,1048.74,1048.771,Left,Safebet,WouldHaveWon,10,0,10,30,0,10,Right
93,94,1049.787,1050.5839999999998,1055.115,1055.146,1055.162,Left,Gamble,Loss,10,0,10,25,3,1,Left
94,95,1056.178,1056.975,1060.975,1061.006,1061.021,Left,Gamble,Loss,10,0,10,30,3,1,Left
95,96,1062.037,1062.8339999999998,1063.896,1063.912,1063.943,Right,Safebet,WouldHaveLost,10,0,10,30,3,2,Left
96,97,1064.9589999999998,1065.756,1073.756,1073.771,1073.787,Left,Safebet,WouldHaveWon,10,0,10,25,4,5,Right
97,98,1074.803,1075.6,1081.631,1081.662,1081.678,Left,Gamble,Loss,10,0,10,30,4,3,Left
98,99,1082.693,1083.475,1087.7089999999998,1087.725,1087.756,Right,Gamble,Win,10,0,10,15,6,9,Right
99,100,1088.771,1089.553,1093.178,1093.193,1093.2089999999998,Right,Gamble,Loss,10,0,10,30,7,1,Right
100,101,1094.24,1095.021,1103.021,1103.037,1103.053,Left,Safebet,WouldHaveLost,10,0,10,20,10,5,Left
101,102,1104.068,1104.85,1109.943,1109.975,1109.99,Left,Gamble,Win,10,0,10,25,6,10,Left
102,103,1111.006,1111.803,1113.85,1113.881,1113.896,Left,Gamble,Loss,10,0,10,15,6,2,Left
103,104,1114.912,1115.7089999999998,1121.615,1121.631,1121.662,Right,Gamble,Loss,10,0,10,25,4,2,Right
104,105,1122.678,1123.475,1126.803,1126.8339999999998,1126.85,Left,Safebet,WouldHaveWon,10,0,10,20,0,5,Right
105,106,1127.865,1128.646,1136.646,1136.662,1136.678,Left,Safebet,WouldHaveWon,10,0,10,20,4,7,Right
106,107,1137.693,1138.475,1141.1,1141.115,1141.131,Right,Gamble,Loss,10,0,10,25,8,3,Right
107,108,1142.162,1142.9589999999998,1145.162,1145.193,1145.2089999999998,Left,Gamble,Win,10,0,10,30,2,6,Left
108,109,1146.225,1147.021,1153.256,1153.271,1153.303,Right,Gamble,Win,10,0,10,15,7,9,Right
109,110,1154.318,1155.1,1170.521,1170.537,1170.553,Left,Safebet,WouldHaveWon,10,0,10,20,2,8,Left
110,111,1171.568,1172.35,1175.412,1175.428,1175.4589999999998,Right,Gamble,Win,10,0,10,15,3,4,Right
111,112,1176.475,1177.271,1180.537,1180.553,1180.5839999999998,Right,Gamble,Loss,10,0,10,25,5,3,Right
112,113,1181.6,1182.396,1183.9589999999998,1183.975,1184.006,Left,Gamble,Loss,10,0,10,30,5,2,Left
113,114,1185.021,1185.803,1188.35,1188.365,1188.396,Right,Safebet,WouldHaveWon,10,0,10,15,1,6,Left
114,115,1189.412,1190.2089999999998,1203.771,1203.787,1203.818,Right,Safebet,WouldHaveWon,10,0,10,15,1,6,Left
115,116,1204.8339999999998,1205.631,1249.006,1249.021,1249.053,Right,Gamble,Loss,10,0,10,30,6,4,Right
116,117,1250.068,1250.85,1255.865,1255.896,1255.912,Right,Gamble,Win,10,0,10,15,3,5,Right
117,118,1256.928,1257.725,1265.725,1265.74,1265.756,Left,Safebet,WouldHaveWon,10,0,10,25,0,8,Left
118,119,1266.771,1267.553,1275.553,1275.568,1275.5839999999998,Left,Safebet,WouldHaveWon,10,0,10,30,4,5,Left
119,120,1276.6,1277.396,1281.553,1281.568,1281.5839999999998,Left,Safebet,WouldHaveLost,10,0,10,25,9,4,Right
120,121,1282.615,1283.396,1289.412,1289.428,1289.4589999999998,Left,Gamble,Loss,10,0,10,20,6,0,Left
121,122,1290.475,1291.271,1299.271,1299.287,1299.303,Left,Safebet,WouldHaveLost,10,0,10,25,9,5,Right
122,123,1300.318,1301.1,1309.1,1309.115,1309.131,Left,Safebet,WouldHaveWon,10,0,10,20,4,6,Left
123,124,1310.146,1310.9279999999999,1313.115,1313.131,1313.146,Right,Safebet,WouldHaveWon,10,0,10,30,0,8,Left
124,125,1314.1779999999999,1314.975,1318.787,1318.8029999999999,1318.818,Right,Gamble,Loss,10,0,10,20,8,1,Right
125,126,1319.85,1320.646,1324.85,1324.881,1324.896,Left,Gamble,Loss,10,0,10,15,5,1,Left
126,127,1325.912,1326.7089999999998,1332.646,1332.6779999999999,1332.693,Left,Gamble,Loss,10,0,10,25,10,7,Left
127,128,1333.7089999999998,1334.506,1351.24,1351.256,1351.287,Left,Safebet,WouldHaveWon,10,0,10,25,6,10,Right
128,129,1352.3029999999999,1353.1,1360.912,1360.9279999999999,1360.943,Left,Gamble,Loss,10,0,10,20,7,1,Left
129,130,1361.975,1362.771,1364.6,1364.631,1364.646,Left,Gamble,Win,10,0,10,30,3,5,Left
130,131,1365.662,1366.4589999999998,1368.162,1368.1779999999999,1368.193,Left,Gamble,Loss,10,0,10,30,7,3,Left
131,132,1369.225,1370.021,1372.146,1372.162,1372.1779999999999,Left,Gamble,Win,10,0,10,25,2,3,Left
132,133,1373.2089999999998,1374.006,1376.521,1376.537,1376.568,Right,Gamble,Win,10,0,10,30,4,6,Right
133,134,1377.5839999999998,1378.381,1382.662,1382.6779999999999,1382.7089999999998,Left,Safebet,WouldHaveWon,10,0,10,20,8,9,Right
134,135,1383.725,1384.521,1392.521,1392.537,1392.5529999999999,Left,Safebet,WouldHaveLost,10,0,10,20,7,4,Left
137,138,1413.068,1414.037,1422.0529999999999,1422.0839999999998,1422.131,Left,Safebet,WouldHaveWon,10,0,10,15,0,6,Left
1,2,62.27700015,63.04200002,64.062,64.08300014,64.60700007,Left,Gamble,Win,2,0,10,20,4,5,Left
2,3,65.62900015,66.39400002,67.12600013,67.14600011,67.67200013,Right,Gamble,Win,2,0,10,25,7,8,Right
3,4,68.69300004,69.45900007,70.45600005,70.47600003,70.99999996,Left,Gamble,Win,2,0,10,30,1,4,Left
4,5,72.02100011,72.78599998,73.67099997,73.69200011,74.21800014,Right,Safebet,WouldHaveLost,2,0,10,25,6,1,Left
7,8,82.18500014,82.94900008,83.93600007,83.95600005,84.48100015,Right,Safebet,WouldHaveLost,2,0,10,20,7,2,Left
8,9,85.50200006,86.26700016,87.44000002,87.46,87.98600002,Left,Safebet,WouldHaveLost,2,0,10,25,9,6,Right
9,10,89.006,89.77000018,90.78300019,90.8040001,91.32800003,Left,Gamble,Win,2,0,10,30,3,8,Left
10,11,92.34900018,93.11400004,94.15099998,94.17099997,94.69600006,Right,Safebet,WouldHaveWon,2,0,10,20,6,9,Left
12,13,98.74400016,99.50900002,100.4510002,100.47100019999999,100.9970002,Right,Safebet,WouldHaveLost,2,0,10,15,7,4,Left
13,14,102.01899999999999,102.786,104.454,104.47400019999999,104.999,Right,Gamble,Win,2,0,10,25,4,5,Right
14,15,106.02000020000001,106.786,107.90100000000001,107.92200009999999,108.447,Left,Gamble,Loss,2,0,10,15,4,3,Left
15,16,109.46900009999999,110.23400020000001,111.2810001,111.3010001,111.82700009999999,Right,Safebet,WouldHaveLost,2,0,10,15,8,3,Left
16,17,112.848,113.61399999999999,114.77000020000001,114.79000020000001,115.3160002,Left,Gamble,Loss,2,0,10,20,4,1,Left
17,18,116.338,117.1040001,118.21400020000002,118.23400020000001,118.759,Left,Safebet,WouldHaveLost,2,0,10,20,8,7,Right
18,19,119.7800002,120.546,122.23400020000001,122.2540001,122.7800002,Left,Safebet,WouldHaveLost,2,0,10,20,6,2,Right
19,20,123.8010001,124.5660002,125.5990002,125.6200001,126.14500020000001,Right,Gamble,Win,2,0,10,15,2,9,Right
20,21,127.167,127.9320001,128.8490002,128.86900020000002,129.394,Left,Gamble,Win,2,0,10,15,2,8,Left
21,22,130.414,131.1790001,132.56799999999998,132.58900020000002,133.114,Left,Gamble,Win,2,0,10,20,0,2,Left
22,23,134.1360001,134.901,136.2080001,136.2280001,136.75400009999998,Left,Safebet,WouldHaveLost,2,0,10,25,10,5,Right
23,24,137.7750001,138.5410001,139.457,139.4780001,140.0010001,Left,Gamble,Win,2,0,10,30,2,4,Left
24,25,141.023,141.7880001,143.256,143.27700019999997,143.80200000000002,Right,Gamble,Loss,2,0,10,20,5,3,Right
25,26,144.8230002,145.588,146.595,146.61600009999998,147.14200019999998,Left,Safebet,WouldHaveWon,2,0,10,15,8,9,Right
26,27,148.1630001,148.92800019999999,150.3170001,150.33700009999998,150.861,Left,Gamble,Loss,2,0,10,25,8,2,Left
27,28,151.8830001,152.6490001,153.77200000000002,153.7930002,154.31799999999998,Left,Safebet,WouldHaveWon,2,0,10,25,7,9,Right
28,29,155.3390002,156.105,157.4780001,157.49800009999998,158.0250001,Left,Safebet,WouldHaveLost,2,0,10,15,10,2,Right
29,30,159.046,159.81300019999998,160.89000009999998,160.911,161.4360001,Right,Gamble,Loss,2,0,10,20,1,0,Right
30,31,162.45600009999998,163.22400019999998,164.61600009999998,164.637,165.1620001,Left,Safebet,WouldHaveLost,2,0,10,15,6,1,Right
31,32,166.18099999999998,166.9480002,168.25900000000001,168.27900000000002,168.8040001,Right,Gamble,Win,2,0,10,15,5,6,Right
32,33,169.825,170.592,172.092,172.11200019999998,172.6390001,Right,Safebet,WouldHaveLost,2,0,10,25,9,7,Left
33,34,173.6590001,174.42600009999998,175.81799999999998,175.8390002,176.365,Left,Safebet,WouldHaveLost,2,0,10,25,9,7,Right
34,35,177.3860001,178.15099999999998,179.24700019999997,179.26700019999998,179.792,Left,Gamble,Loss,2,0,10,20,5,2,Left
35,36,180.81300019999998,181.578,182.3990001,182.4190001,182.94400000000002,Right,Gamble,Win,2,0,10,25,2,7,Right
36,37,183.9650001,184.73,185.9330001,185.953,186.47900009999998,Right,Safebet,WouldHaveLost,2,0,10,25,7,0,Left
37,38,187.5010001,188.26700019999998,189.30300019999999,189.3230002,189.84799999999998,Right,Gamble,Win,2,0,10,15,4,9,Right
38,39,190.8700001,191.63500019999998,193.296,193.3170001,193.842,Right,Gamble,Win,2,0,10,20,4,5,Right
39,40,194.8630001,195.628,196.828,196.84799999999998,197.37300009999998,Right,Gamble,Win,2,0,10,20,3,4,Right
40,41,198.394,199.16,200.329,200.34900019999998,200.87400000000002,Left,Gamble,Loss,2,0,10,25,5,0,Left
41,42,201.8950002,202.66099999999997,203.555,203.575,204.101,Left,Gamble,Win,2,0,10,20,3,7,Left
42,43,205.12200019999997,205.888,207.128,207.148,207.6750002,Left,Safebet,WouldHaveLost,2,0,10,25,6,3,Right
43,44,208.6950001,209.463,210.4710002,210.4920001,211.01800010000002,Right,Safebet,WouldHaveLost,2,0,10,30,7,4,Left
44,45,212.0380001,212.8070001,214.674,214.69500010000002,215.2220001,Left,Safebet,WouldHaveWon,2,0,10,20,6,8,Right
45,46,216.243,217.01000019999998,218.1690001,218.1910002,218.717,Left,Gamble,Win,2,0,10,15,5,8,Left
46,47,219.73800010000002,220.50500010000002,221.75500010000002,221.77599999999998,222.3010001,Left,Gamble,Win,2,0,10,20,0,1,Left
47,48,223.3230002,224.0890002,225.3670001,225.387,225.91200010000003,Left,Safebet,WouldHaveLost,2,0,10,25,8,2,Right
48,49,226.93400000000003,227.70100019999998,229.0200002,229.04100010000002,229.56700010000003,Right,Safebet,WouldHaveLost,2,0,10,15,7,4,Left
49,50,230.5890002,231.355,233.049,233.07000010000002,233.5960002,Right,Safebet,WouldHaveLost,2,0,10,20,6,3,Left
50,51,234.6170001,235.38400000000001,236.2650001,236.28599999999997,236.81000010000002,Left,Gamble,Win,2,0,10,20,4,8,Left
51,52,237.8310001,238.5970001,239.91600010000002,239.93800019999998,240.463,Right,Safebet,WouldHaveLost,2,0,10,15,8,7,Left
52,53,241.4840002,242.25,243.28400010000001,243.30400010000002,243.829,Right,Gamble,Win,2,0,10,20,1,9,Right
53,54,244.84900019999998,245.615,246.4840002,246.50500010000002,247.0300002,Right,Gamble,Win,2,0,10,20,1,2,Right
54,55,248.0510001,248.8160002,249.7410001,249.762,250.28599999999997,Right,Gamble,Win,2,0,10,20,3,8,Right
55,56,251.3070001,252.0740001,252.986,253.00599999999997,253.532,Right,Safebet,WouldHaveLost,2,0,10,15,8,1,Left
56,57,254.55300019999999,255.31799999999998,256.115,256.1360001,256.661,Left,Gamble,Win,2,0,10,30,2,5,Left
57,58,257.681,258.447,259.3080001,259.328,259.8540001,Right,Safebet,WouldHaveLost,2,0,10,20,8,0,Left
58,59,260.875,261.6400001,262.93,262.95,263.476,Right,Safebet,WouldHaveWon,2,0,10,20,5,6,Left
59,60,264.4970002,265.26400010000003,266.89799999999997,266.9180002,267.443,Right,Safebet,WouldHaveWon,2,0,10,15,4,10,Left
60,61,268.4640002,269.23,270.4230001,270.443,270.96800010000004,Right,Gamble,Loss,2,0,10,25,5,1,Right
61,62,271.98900000000003,272.75400010000004,273.431,273.4510002,273.97700000000003,Left,Gamble,Loss,2,0,10,15,2,0,Left
62,63,274.996,275.762,277.2740001,277.2940001,277.819,Right,Gamble,Loss,2,0,10,20,6,5,Right
63,64,278.841,279.6070001,280.3540001,280.374,280.9000001,Left,Safebet,WouldHaveLost,2,0,10,20,8,3,Right
64,65,281.9190001,282.6850001,283.83799999999997,283.85900019999997,284.384,Right,Gamble,Win,2,0,10,25,2,4,Right
66,67,289.74,290.50400010000004,291.52299999999997,291.5430002,292.068,Left,Gamble,Win,2,0,10,30,4,6,Left
67,68,293.0890002,293.8540001,295.055,295.0760002,295.601,Right,Gamble,Win,2,0,10,20,5,7,Right
68,69,296.621,297.388,298.1730001,298.194,298.71800010000004,Left,Gamble,Win,2,0,10,30,4,8,Left
69,70,299.73900000000003,300.503,301.6950001,301.7150001,302.24,Right,Gamble,Win,2,0,10,30,3,6,Right
70,71,303.2600002,304.0250001,304.9970002,305.0170002,305.54200000000003,Left,Gamble,Loss,2,0,10,20,1,0,Left
71,72,306.56400010000004,307.329,308.947,308.96800010000004,309.4950001,Left,Gamble,Loss,2,0,10,25,6,5,Left
72,73,310.5150001,311.2810001,312.4080002,312.4280002,312.954,Right,Safebet,WouldHaveLost,2,0,10,25,10,7,Left
73,74,313.976,314.74200010000004,315.8040001,315.825,316.3490002,Left,Safebet,WouldHaveWon,2,0,10,30,9,10,Right
74,75,317.36900019999996,318.1350002,319.6430001,319.664,320.19,Right,Safebet,WouldHaveWon,2,0,10,30,6,9,Left
75,76,321.2110002,321.97700000000003,323.3110001,323.33100010000004,323.858,Right,Safebet,WouldHaveLost,2,0,10,15,9,1,Left
76,77,324.878,325.644,326.621,326.64099999999996,327.16700000000003,Left,Safebet,WouldHaveLost,2,0,10,15,8,5,Right
77,78,328.1880002,328.9520001,330.319,330.3390002,330.86400000000003,Left,Safebet,WouldHaveLost,2,0,10,15,5,1,Right
78,79,331.8850002,332.6490001,333.60300010000003,333.624,334.148,Right,Gamble,Win,2,0,10,20,3,9,Right
79,80,335.1680002,335.9330001,337.035,337.056,337.58100010000004,Right,Safebet,WouldHaveLost,2,0,10,30,10,7,Left
80,81,338.602,339.3660001,341.3260002,341.3460002,341.8720002,Right,Safebet,WouldHaveWon,2,0,10,30,6,8,Left
82,83,347.226,347.99300000000005,348.95300000000003,348.973,349.499,Right,Gamble,Loss,2,0,10,20,4,3,Right
83,84,350.52000019999997,351.285,352.37700010000003,352.398,352.9220001,Right,Gamble,Win,2,0,10,30,1,5,Right
84,85,353.94200010000003,354.707,355.3730001,355.394,355.9190001,Left,Gamble,Win,2,0,10,30,1,6,Left
85,86,356.94,357.704,358.7220001,358.74300000000005,359.2680001,Right,Gamble,Loss,2,0,10,25,3,1,Right
86,87,360.28800010000003,361.05199999999996,362.2010002,362.2210002,362.746,Right,Gamble,Win,2,0,10,30,3,9,Right
87,88,363.76599999999996,364.532,365.871,365.8930001,366.417,Right,Gamble,Win,2,0,10,20,5,9,Right
88,89,367.43699999999995,368.2020001,369.5610001,369.582,370.1070001,Right,Safebet,WouldHaveWon,2,0,10,20,6,9,Left
89,90,371.12800000000004,371.894,372.7830002,372.8040001,373.329,Left,Gamble,Loss,2,0,10,30,5,1,Left
90,91,374.3490002,375.1160001,375.8850002,375.90500019999996,376.43,Left,Gamble,Loss,2,0,10,20,5,4,Left
91,92,377.4510002,378.217,378.99200010000004,379.01199999999994,379.536,Right,Safebet,WouldHaveWon,2,0,10,25,5,8,Left
92,93,380.55700010000004,381.32400010000003,382.3630001,382.3830001,382.9080002,Right,Gamble,Win,2,0,10,30,0,10,Right
93,94,383.9280002,384.694,385.8850002,385.90500019999996,386.43,Left,Gamble,Loss,2,0,10,25,3,1,Left
94,95,387.4510002,388.21800010000004,389.029,389.0500002,389.575,Left,Gamble,Loss,2,0,10,30,3,1,Left
96,97,393.776,394.5400002,395.27000019999997,395.2910001,395.815,Right,Gamble,Win,2,0,10,25,4,5,Right
97,98,396.835,397.6000001,398.411,398.43200010000004,398.95600010000004,Left,Gamble,Loss,2,0,10,30,4,3,Left
98,99,399.9790001,400.746,401.64099999999996,401.661,402.1850001,Left,Safebet,WouldHaveWon,2,0,10,15,6,9,Right
99,100,403.2050001,403.9710002,404.904,404.9260001,405.45,Right,Gamble,Loss,2,0,10,30,7,1,Right
100,101,406.4710002,407.2370002,408.181,408.2020001,408.727,Right,Safebet,WouldHaveLost,2,0,10,20,10,5,Left
101,102,409.7480001,410.5150001,411.397,411.417,411.94300000000004,Right,Safebet,WouldHaveWon,2,0,10,25,6,10,Left
102,103,412.9640002,413.73,414.44100019999996,414.4620001,414.9870002,Right,Safebet,WouldHaveLost,2,0,10,15,6,2,Left
106,107,425.7410001,426.506,427.329,427.3500001,427.8760001,Left,Safebet,WouldHaveLost,2,0,10,25,8,3,Right
107,108,428.8950002,429.6620001,430.5580001,430.57800000000003,431.10300010000003,Left,Gamble,Win,2,0,10,30,2,6,Left
108,109,432.124,432.8900001,433.832,433.852,434.37800000000004,Left,Safebet,WouldHaveWon,2,0,10,15,7,9,Right
109,110,435.3990001,436.1660001,437.091,437.111,437.63500020000004,Left,Gamble,Win,2,0,10,20,2,8,Left
110,111,438.6550002,439.4220001,440.2970001,440.31800000000004,440.84300010000004,Right,Gamble,Win,2,0,10,15,3,4,Right
111,112,441.86400000000003,442.6300001,443.749,443.769,444.295,Left,Safebet,WouldHaveLost,2,0,10,25,5,3,Right
112,113,445.315,446.082,447.1590001,447.18,447.7050001,Right,Safebet,WouldHaveLost,2,0,10,30,5,2,Left
113,114,448.726,449.49200010000004,450.3990001,450.4190001,450.944,Left,Gamble,Win,2,0,10,15,1,6,Left
114,115,451.966,452.7320001,453.6910002,453.71100020000006,454.23500010000004,Left,Gamble,Win,2,0,10,15,1,6,Left
115,116,455.2550001,456.0200002,457.259,457.279,457.805,Left,Safebet,WouldHaveLost,2,0,10,30,6,4,Right
116,117,458.8270001,459.595,460.3210001,460.342,460.86700010000004,Right,Gamble,Win,2,0,10,15,3,5,Right
117,118,461.88699999999994,462.65300010000004,463.47100020000005,463.49200010000004,464.01599999999996,Left,Gamble,Win,2,0,10,25,0,8,Left
118,119,465.036,465.80300020000004,466.7750001,466.795,467.3200001,Left,Gamble,Win,2,0,10,30,4,5,Left
119,120,468.341,469.108,470.0470001,470.06700010000003,470.5940001,Left,Safebet,WouldHaveLost,2,0,10,25,9,4,Right
120,121,471.615,472.38200020000005,473.4060001,473.42699999999996,473.95300000000003,Right,Safebet,WouldHaveLost,2,0,10,20,6,0,Left
121,122,474.97400020000003,475.74200010000004,476.894,476.9150002,477.4410002,Left,Safebet,WouldHaveLost,2,0,10,25,9,5,Right
122,123,478.4620001,479.2290001,479.944,479.9650001,480.49,Left,Gamble,Win,2,0,10,20,4,6,Left
123,124,481.5110001,482.27700020000003,483.3110001,483.332,483.8570001,Left,Gamble,Win,2,0,10,30,0,8,Left
124,125,484.87800000000004,485.6450002,486.8900001,486.91,487.4360001,Left,Safebet,WouldHaveLost,2,0,10,20,8,1,Right
125,126,488.457,489.2220001,490.2450001,490.2650001,490.7910001,Right,Safebet,WouldHaveLost,2,0,10,15,5,1,Left
126,127,491.81199999999995,492.5800001,493.483,493.50400010000004,494.0300002,Right,Safebet,WouldHaveLost,2,0,10,25,10,7,Left
127,128,495.05199999999996,495.8200001,496.999,497.0200002,497.546,Left,Safebet,WouldHaveWon,2,0,10,25,6,10,Right
128,129,498.565,499.3330001,500.7700002,500.7910001,501.31800000000004,Right,Safebet,WouldHaveLost,2,0,10,20,7,1,Left
129,130,502.338,503.10300010000003,503.87700010000003,503.898,504.4230001,Left,Gamble,Win,2,0,10,30,3,5,Left
130,131,505.444,506.21,507.325,507.345,507.871,Right,Safebet,WouldHaveLost,2,0,10,30,7,3,Left
131,132,508.89099999999996,509.6560001,510.53300020000006,510.55300020000004,511.079,Left,Gamble,Win,2,0,10,25,2,3,Left
132,133,512.0990002,512.865,514.0340001000001,514.055,514.5810001,Right,Gamble,Win,2,0,10,30,4,6,Right
133,134,515.602,516.3690002000001,517.4360001,517.4560001,517.9820001,Left,Safebet,WouldHaveWon,2,0,10,20,8,9,Right
134,135,519.0040001,519.769,520.924,520.944,521.4690001,Right,Safebet,WouldHaveLost,2,0,10,20,7,4,Left
135,136,522.49,523.2550001,523.9590001,523.98,524.5040001,Left,Gamble,Win,2,0,10,25,1,10,Left
136,137,525.5250001,526.289,527.444,527.4650001,527.99,Left,Safebet,WouldHaveLost,2,0,10,30,7,6,Right
137,138,529.012,529.7770002000001,530.8040001,530.825,531.3500001,Left,Gamble,Win,2,0,10,15,0,6,Left
138,139,532.3700001,533.1350002,533.937,533.957,534.4830000000001,Right,Safebet,WouldHaveLost,2,0,10,20,8,6,Left
139,140,535.5040001,536.2680001,537.3140001,537.335,537.8600001,Left,Gamble,Win,2,0,10,15,1,8,Left
140,141,538.881,539.648,540.7420001,540.762,541.2880001,Left,Safebet,WouldHaveWon,2,0,10,30,7,8,Right
141,142,542.3080001000001,543.075,544.5270002000001,544.5480001,545.072,Left,Gamble,Win,2,0,10,15,4,7,Left
142,143,546.092,546.8570001,547.9720001000001,547.993,548.5180001,Right,Safebet,WouldHaveLost,2,0,10,20,9,4,Left
143,144,549.5380001,550.3040001,551.3670001,551.388,551.914,Right,Safebet,WouldHaveLost,2,0,10,15,7,1,Left
144,145,552.9350001,553.7,554.6950001,554.7150001,555.24,Right,Safebet,WouldHaveWon,2,0,10,15,6,7,Left
145,146,556.2600002,557.0270002000001,557.8240001,557.845,558.3700001,Left,Gamble,Win,2,0,10,30,5,9,Left
146,147,559.391,560.1580002000001,560.868,560.8890001,561.414,Right,Safebet,WouldHaveLost,2,0,10,20,8,2,Left
147,148,562.4360001,563.2010002000001,563.9080002000001,563.93,564.4540000000001,Left,Gamble,Win,2,0,10,15,0,4,Left
148,149,565.4740002,566.239,567.0540001,567.075,567.6000001,Left,Gamble,Win,2,0,10,20,1,8,Left
